Accident_index,Year,Month,Day,Hour,Minute,District,Death_num,Injury_num,Climate,Light,Road_category,Speed_limit,Road_type,Accident_location,Pavement,Road_condition,Road_defect,Barrier,Sight_distance,Signal_type,Signal_action,Accident_type,Causing_factor,injury_degree,Main_injury,Protective_equipement,Action_status,Driving_qualifications,Driving_type,Drinking_situation,Impact_site,Run_away,Job,GPS_X,GPS_Y,License_num,ID_card,Car_type,Timestamp
8049,2023,9,21,18,13,Taiping,0,2,6,1,6,50,13,9,1,5,4,6,6,4,4,17,43,2,9,2,9,1,10,2,12,1,12,120.717343,24.114411,EDF-1122,N131227041,C02,1695319920
8050,2023,9,21,18,14,Beitun,0,2,7,1,6,50,4,1,1,5,4,6,6,2,1,12,51,2,9,1,1,1,10,2,11,1,13,120.682064,24.194064,MYS-2599,B274423806,C03,1695319980
8051,2023,9,21,18,15,Wufeng,0,1,7,1,6,50,13,9,1,5,4,6,6,1,1,16,45,3,10,3,11,1,8,2,2,1,13,120.667704,24.060837,VBR-2579,W293652215,C03,1695320040
8052,2023,9,21,18,15,Wufeng,0,0,7,,6,50,,,,,,,,,,13,7,,,,,1,,2,,1,6,120.693245,24.066094,GDB-3200,M184565933,C03,1695320100
8053,2023,9,21,18,17,Xitun,0,2,7,1,6,50,10,17,1,4,4,6,6,4,4,13,7,3,10,3,9,1,8,1,1,1,12,120.628436,24.161525,JIS-816,E252479277,B03,1695320100
8054,2023,9,21,18,21,Dali,0,0,7,1,6,50,3,1,1,5,4,6,6,4,4,14,49,,,,,1,,2,,1,13,120.681409,24.112304,IXH-8168,M214552247,B03,1695320220
8055,2023,9,21,18,21,Dali,0,2,7,1,6,50,13,7,1,5,4,6,6,4,4,11,48,2,9,1,6,1,10,2,12,1,12,120.688128,24.106112,JCV-8951,P136846115,B03,1695320460
8056,2023,9,21,18,23,Nantun,0,3,7,1,6,50,4,1,1,5,4,6,6,1,1,11,11,2,9,5,6,1,10,2,12,1,13,120.651371,24.134898,KIB-4211,Q250626982,C03,1695320460
8057,2023,9,21,18,25,Xitun,0,2,7,1,6,50,4,1,1,5,4,6,6,1,1,17,48,2,9,5,6,1,10,2,14,1,13,120.662134,24.165438,NPH-1644,I214984936,B02,1695320580
8058,2023,9,21,18,25,Qingshui,0,0,7,,6,50,,,,,,,,,,,39,,,,,1,,2,,1,12,120.566295,24.274215,PIL-8105,S157399309,B03,1695320700
8059,2023,9,21,18,26,North,0,1,7,1,6,40,13,8,1,5,4,6,6,4,4,3,95,2,9,6,16,7,21,10,17,1,13,120.683508,24.148272,PYX-7164,R256703137,B03,1695320700
8060,2023,9,21,18,26,Xitun,0,0,7,,6,,,,,,,,,,,,119,,,,,1,,2,,1,13,120.659684,24.192971,FDU-3598,W289785435,C03,1695320760
8061,2023,9,21,18,29,North,0,1,7,1,6,40,3,1,1,5,4,6,6,4,4,18,84,2,9,1,9,1,10,2,12,1,12,120.672591,24.169179,MXO-7772,S176563629,B03,1695320760
8062,2023,9,21,18,29,Beitun,0,0,7,,6,50,,,,,,,,,,,7,,,,,1,,1,,1,6,120.766284,24.197175,MCE-165,K292537414,H01,1695320940
8063,2023,9,21,18,30,Longjing,0,0,7,,6,50,,,,,,,,,,,7,,,,,1,,2,,1,6,120.580897,24.189593,BKC-4002,A158157728,B03,1695320940
8064,2023,9,21,18,30,Fengyuan,0,0,7,,6,50,,,,,,,,,,16,7,,,,,1,,2,,1,12,120.726247,24.252144,UNM-6431,E165574082,B03,1695321000
8065,2023,9,21,18,32,Central,0,1,7,1,6,50,13,9,1,5,4,6,6,4,4,17,4,2,8,4,9,7,21,2,14,1,6,120.679472,24.144048,CRM-1157,K138321493,B12,1695321000
8066,2023,9,21,18,34,Wuqi,0,2,7,1,6,30,3,1,1,5,4,6,6,4,4,17,84,2,9,5,9,7,21,2,11,1,12,120.530348,24.256811,NKR-8262,B155096114,C03,1695321120
8067,2023,9,21,18,38,Taiping,0,1,7,1,6,50,13,9,1,5,4,6,6,4,4,3,95,2,7,6,18,7,21,10,17,1,2,120.723141,24.131505,OID-7700,R283537338,C03,1695321240
8068,2023,9,21,18,39,Beitun,0,0,7,,6,50,,,,,,,,,,,84,,,,,1,,1,,1,12,120.681033,24.172424,LCH-6008,W184175363,C03,1695321480
8069,2023,9,21,18,40,Dali,0,0,7,,6,40,,,,,,,,,,13,55,,,,,1,,2,,1,12,120.693477,24.105387,EZP-5843,W196857776,B03,1695321540
8070,2023,9,21,18,41,Dali,0,0,7,,6,50,,,,,,,,,,13,7,,,,,1,,2,,1,6,120.702939,24.08946,BWK-5531,B159324118,C03,1695321600
8071,2023,9,21,18,42,Beitun,0,0,7,,6,50,,,,,,,,,,,20,,,,,1,,2,,1,12,120.673786,24.174055,WTO-8658,C111657818,A41,1695321660
8072,2023,9,21,18,45,West,0,0,7,,6,50,,,,,,,,,,,7,,,,,1,,1,,1,6,120.667532,24.141802,FAH-4394,M121937718,B03,1695321720
8073,2023,9,21,18,45,Dali,0,1,7,1,6,50,4,1,1,5,4,6,6,1,1,16,11,3,10,3,6,1,8,2,2,1,13,120.695571,24.088021,EYZ-2366,D120515592,C03,1695321900
8074,2023,9,21,18,46,Nantun,0,0,7,,6,50,,,,,,,,,,,7,,,,,1,,1,,1,12,120.646816,24.139832,VMW-675,J112208674,C03,1695321900
8075,2023,9,21,18,48,Dali,0,0,7,,6,60,,,,,,,,,,13,58,,,,,1,,2,,1,12,120.681352,24.104808,ZVZ-4367,X164018230,B03,1695321960
8076,2023,9,21,18,48,Qingshui,0,0,7,,6,50,,,,,,,,,,,11,,,,,1,,1,,1,12,120.575374,24.268685,VLJ-5728,D178260764,B03,1695322080
8077,2023,9,21,18,49,Nantun,0,1,7,1,6,40,13,8,1,5,4,6,6,4,4,17,68,3,10,2,9,1,10,2,16,1,12,120.598422,24.155204,FLB-9497,S172565749,C03,1695322080
8078,2023,9,21,18,50,Xitun,0,0,7,,6,30,,,,,,,,,,,84,,,,,1,,2,,1,12,120.652282,24.16247,AIQ-5261,E165862176,B03,1695322140
8079,2023,9,21,18,56,Dadu,0,0,7,,6,30,,,,,,,,,,,49,,,,,1,,11,,1,13,120.570998,24.155967,IVE-4611,L130910251,C03,1695322200
8080,2023,9,21,19,0,South,0,0,7,,6,50,,,,,,,,,,9,8,,,,,1,,2,,1,12,120.673613,24.130218,QJD-385,N210508294,B03,1695322560
8081,2023,9,21,19,6,Tanzi,0,0,7,,6,50,,,,,,,,,,16,20,,,,,1,,2,,1,12,120.706683,24.20607,QLH-4114,J243660318,C03,1695322800
8082,2023,9,21,19,6,East,0,0,7,,6,50,,,,,,,,,,,40,,,,,1,,1,,1,12,120.696196,24.140548,QJO-6992,P248682888,B03,1695323160
8083,2023,9,21,19,7,East,0,0,6,,6,50,,,,,,,,,,17,84,,,,,1,,2,,1,13,120.702927,24.13863,PJO-7134,S290710038,,1695323160
8084,2023,9,21,19,9,Beitun,0,0,7,,6,50,,,,,,,,,,14,49,,,,,1,8,1,,1,12,120.720046,24.175402,FOF-8590,W210774577,B03,1695323220
8085,2023,9,21,19,11,Nantun,0,2,7,1,6,50,3,1,1,5,4,6,6,4,4,16,14,2,9,2,6,1,10,2,12,1,13,120.645559,24.133584,PYZ-4333,R113128738,B12,1695323340
8086,2023,9,21,19,13,Xitun,0,0,7,,6,40,,,,,,,,,,,84,,,,,1,,2,,1,12,120.622244,24.181075,VXJ-7843,T292266115,B03,1695323460
8087,2023,9,21,19,15,Xitun,0,1,7,1,6,50,4,1,1,5,4,6,6,1,1,17,45,3,10,3,11,1,8,2,8,1,12,120.642667,24.172374,XCG-5704,L177012251,B03,1695323580
8088,2023,9,21,19,18,Shalu,0,0,7,,6,50,,,,,,,,,,,7,,,,,1,,2,,1,12,120.561301,24.242652,WAD-1779,J189864526,B03,1695323700
8089,2023,9,21,19,20,Nantun,0,0,7,,6,50,,,,,,,,,,,59,,,,,1,,1,,1,13,120.61232,24.154157,OZM-337,T167592423,,1695323880
8090,2023,9,21,19,20,Beitun,0,2,7,1,6,50,13,7,1,5,4,6,6,4,4,17,84,2,9,5,9,5,10,2,11,1,6,120.666025,24.190589,FPM-9417,Z277329098,B03,1695324000
8091,2023,9,21,19,20,Qingshui,0,0,7,,6,50,,,,,,,,,,,26,,,,,1,,2,,1,12,120.560225,24.277402,BKS-8763,G198411786,B03,1695324000
8092,2023,9,21,19,28,Xitun,0,1,7,1,6,40,4,1,1,5,4,6,6,1,1,17,20,2,9,5,5,1,10,2,13,1,13,120.660075,24.169147,ZRU-9585,H113983956,B03,1695324000
8093,2023,9,21,19,29,Dali,0,1,7,1,6,50,4,1,1,5,4,6,6,1,1,30,59,2,9,1,6,1,10,2,14,1,13,120.687891,24.094591,QDV-3913,S120542848,B03,1695324480
8094,2023,9,21,19,35,Taiping,0,0,7,,6,50,,,,,,,,,,8,86,,,,,,,,,1,,120.716419,24.118108,CAH-2704,O182261117,C03,1695324540
8095,2023,9,21,19,40,Taiping,0,0,7,,6,30,,,,,,,,,,17,51,,,,,1,,2,5,1,12,120.725446,24.149272,GEA-5658,U239475716,B13,1695324900
8096,2023,9,21,19,43,Wufeng,0,0,7,,6,50,,,,,,,,,,13,7,,,,,1,,2,,1,13,120.695709,24.013088,EMG-1913,Z169685552,A04,1695325200
8097,2023,9,21,19,45,West,0,0,7,,6,50,,,,,,,,,,13,7,,,,,1,,1,,1,12,120.666935,24.141376,CQK-9740,D186967153,C03,1695325380
8098,2023,9,21,19,56,Shalu,0,0,7,,6,70,,,,,,,,,,,59,,,,,1,,2,,1,6,120.617957,24.24304,JFI-1055,K120460893,B03,1695325500
8099,2023,9,21,20,3,Dali,0,1,7,3,6,40,3,1,1,5,4,6,6,4,4,17,85,3,10,1,5,1,10,2,16,1,13,120.664762,24.092318,BZT-4277,C161308605,C03,1695326160
8100,2023,9,21,20,8,Wuri,0,0,7,,6,50,,,,,,,,,,,8,,,,,1,,2,,1,12,120.610609,24.113735,UMK-9242,V272092687,C03,1695326580
8101,2023,9,21,20,15,Houli,0,0,6,1,6,50,3,1,1,5,4,6,6,4,4,16,8,,,,,1,,2,,1,6,120.722395,24.309367,AVE-5265,V148107931,B12,1695326880
8102,2023,9,21,20,18,Dali,0,0,7,,6,60,,,,,,,,,,12,8,,,,,1,,2,,1,12,120.6883,24.101806,ZZQ-5885,C135426451,C03,1695327300
8103,2023,9,21,20,25,Wuqi,0,0,7,,6,60,,,,,,,,,,,49,,,,,1,,2,,1,12,120.53534,24.247454,OLP-8091,M245253294,C03,1695327480
8104,2023,9,21,20,26,Beitun,0,1,7,1,6,40,13,8,1,5,4,6,6,4,4,17,51,2,4,3,1,1,8,8,1,1,13,120.741638,24.180489,VPN-5332,P299842829,C03,1695327900
8105,2023,9,21,21,0,Nantun,0,1,7,1,6,30,3,1,1,5,4,6,6,4,4,18,58,2,9,2,9,1,10,2,14,1,12,120.63811,24.137946,WZD-1370,E298855717,B03,1695327960
8106,2023,9,21,21,4,Tanzi,0,0,7,,6,80,,,,,,,,,,14,85,,,,,5,,9,,1,13,120.705996,24.20054,ICG-2195,V164100472,B12,1695330000
8107,2023,9,21,21,9,Beitun,0,1,7,1,6,50,4,1,1,5,4,6,6,2,1,13,7,2,3,5,6,1,9,2,11,1,12,120.682027,24.180402,LYL-1982,S258563250,B03,1695330240
8108,2023,9,21,21,22,North,0,1,7,1,6,50,4,2,1,5,4,6,6,2,1,17,59,3,10,5,1,1,8,2,16,1,13,120.681667,24.148916,YDJ-1066,B131839001,B03,1695330540
8109,2023,9,21,21,28,Beitun,0,1,7,1,6,30,4,1,1,5,4,6,6,4,4,15,12,3,10,5,9,1,8,2,8,1,6,120.72047,24.177416,EJF-5352,U161090072,B03,1695331320
8110,2023,9,21,21,35,Dali,0,0,7,,6,50,,,,,,,,,,13,7,,,,,1,,2,,1,13,120.694326,24.089685,FVK-5392,P269723563,B03,1695331680
8111,2023,9,21,21,44,Nantun,0,1,7,1,6,50,4,1,1,5,4,6,6,2,1,3,10,3,10,3,6,1,8,2,1,1,12,120.646802,24.146809,KZA-2797,P216729092,B03,1695332100
8112,2023,9,21,21,46,Shalu,0,0,7,,6,50,,,,,,,,,,,58,,,,,1,,2,,1,5,120.573881,24.228818,FIM-8056,F294817172,B03,1695332640
8113,2023,9,21,21,52,West,0,1,7,1,6,50,4,1,1,5,4,6,6,4,4,16,14,3,10,3,6,1,8,2,1,1,13,120.660184,24.137289,RKG-3707,R153847375,C03,1695332760
8114,2023,9,21,21,54,Wufeng,0,2,7,1,6,50,4,1,1,5,4,6,6,1,1,15,21,2,9,5,9,1,10,2,11,1,5,120.702405,24.070631,AAG-3516,E183181374,B03,1695333120
8115,2023,9,21,21,59,North,0,0,7,,6,50,,,,,,,,,,17,84,,,,,3,,2,,1,12,120.691127,24.158524,TPM-5968,I197899621,C03,1695333240
8116,2023,9,21,22,2,Xitun,0,1,7,1,6,50,3,1,1,5,4,6,6,3,1,17,84,2,9,1,9,1,10,2,14,1,12,120.62074,24.171344,WLN-2864,Z267871253,B03,1695333540
8117,2023,9,21,22,5,Wuri,0,0,6,3,6,60,4,2,1,5,4,6,6,1,1,12,40,3,10,1,8,1,10,2,14,1,12,120.634095,24.106374,HVA-4619,M254596866,A12,1695333720
8118,2023,9,21,22,6,North,0,1,7,1,6,50,13,9,1,5,4,6,6,4,4,16,84,3,10,2,5,1,10,2,12,1,12,120.685308,24.152296,QVV-1672,U233749766,B03,1695333900
8119,2023,9,21,22,10,Dali,0,1,7,1,6,50,3,1,1,5,4,6,6,1,1,12,26,3,10,3,9,1,8,2,5,1,6,120.687356,24.087292,ATN-2025,U276083336,B03,1695333960
8120,2023,9,21,22,10,Houli,0,0,7,,6,50,,,,,,,,,,14,49,,,,,1,,2,,1,6,120.72464,24.308899,MQT-7352,F181570260,C03,1695334200
8121,2023,9,21,22,20,Taiping,0,0,7,,6,50,,,,,,,,,,,87,,,,,1,,2,,1,12,120.713402,24.141363,MRE-7044,S118079619,B03,1695334200
8122,2023,9,21,22,24,Nantun,0,0,7,,6,50,,,,,,,,,,,50,,,,,1,,1,,1,13,120.608995,24.135234,OZB-7217,Q185878420,C03,1695334800
8123,2023,9,21,22,26,Xitun,0,1,7,1,6,50,4,1,1,5,4,6,6,1,1,13,7,2,9,1,9,1,10,2,15,1,12,120.649796,24.162755,FGG-281,T273478021,B03,1695335040
8124,2023,9,21,22,31,Xitun,0,1,7,1,6,50,4,1,1,5,4,6,6,1,1,30,85,2,9,1,9,1,8,2,14,1,12,120.649796,24.162755,LTX-7271,I241700594,C03,1695335160
8125,2023,9,21,22,35,Xitun,0,0,7,,6,50,,,,,,,,,,,84,,,,,1,,2,,1,13,120.656744,24.200431,EMH-8070,C220663933,B03,1695335460
8126,2023,9,21,22,40,Xitun,0,4,7,1,6,40,13,8,1,5,4,6,6,1,1,17,84,2,9,1,9,1,10,2,11,1,13,120.611856,24.18428,BJM-8249,Z170560953,B03,1695335700
8127,2023,9,21,22,42,South,0,1,7,2,6,50,4,1,1,5,4,6,6,3,1,15,20,3,10,3,9,1,8,2,1,1,12,120.653332,24.126512,CNI-601,D282836101,C03,1695336000
8128,2023,9,21,22,42,Wuri,0,0,6,,6,50,,,,,,,,,,,21,,,,,1,,2,,1,12,120.586712,24.113245,MSU-5502,J150556367,C03,1695336120
8129,2023,9,21,22,52,Xitun,0,0,7,,6,50,,,,,,,,,,13,7,,,,,1,,4,,1,12,120.658494,24.166449,KFE-3233,M261903116,B03,1695336120
8130,2023,9,21,23,5,North,0,1,7,1,6,50,13,9,1,5,4,6,6,4,4,13,84,2,9,2,9,1,10,2,11,1,12,120.674943,24.161266,TXO-449,Z287324204,C03,1695336720
8131,2023,9,22,0,8,Xitun,0,0,7,,6,50,,,,,,,,,,,59,,,,,1,,2,,1,12,120.621549,24.180068,PMN-1782,G261826149,B03,1695337500
8132,2023,9,22,0,23,West,0,1,7,1,6,50,4,1,1,5,4,6,6,1,1,15,21,3,10,5,9,1,8,2,4,1,12,120.657261,24.139286,MKZ-5924,N137673496,B03,1695341280
8133,2023,9,22,0,23,Dali,0,1,7,1,6,50,4,1,1,5,4,6,6,3,1,15,24,3,10,5,9,1,8,2,1,1,13,120.679764,24.105516,TQN-9252,E118374906,C03,1695342180
8134,2023,9,22,1,18,Xitun,0,0,7,,6,30,,,,,,,,,,,8,,,,,1,,1,,1,12,120.645065,24.168666,YJV-767,L179744925,B03,1695342180
8135,2023,9,22,1,32,Beitun,0,0,7,,6,30,,,,,,,,,,17,84,,,,,1,,2,,1,12,120.699541,24.179024,KSV-650,G254907582,B03,1695345480
8136,2023,9,22,2,10,Daya,0,2,7,1,6,50,3,1,1,5,4,6,6,4,4,17,7,2,8,1,9,1,10,2,12,1,13,120.603917,24.231763,GFV-7651,X296316402,B03,1695346320
8137,2023,9,22,4,33,North,0,2,7,1,6,50,3,1,1,5,4,6,6,3,1,16,24,2,9,2,6,1,10,2,11,1,12,120.698877,24.154143,WPZ-9596,C114619480,B03,1695348600
8138,2023,9,22,4,44,Xitun,0,1,7,1,6,40,13,8,1,5,4,6,6,4,4,9,59,3,10,1,9,1,10,2,12,1,12,120.66195,24.163598,RWC-2588,B126878276,C03,1695357180
8139,2023,9,22,5,55,Shalu,0,0,7,2,6,50,4,9,1,5,4,6,6,4,1,13,7,,,,,1,,2,,1,11,120.552239,24.215184,LEO-4295,E123262342,C03,1695357840
8140,2023,9,22,6,1,Xitun,0,0,7,,6,50,,,,,,,,,,,59,,,,,1,,2,,1,12,120.650673,24.175868,MSJ-3930,T293605627,B03,1695362100
8141,2023,9,22,6,35,Longjing,0,0,7,,6,30,,,,,,,,,,17,51,,,,,1,,2,,1,6,120.590947,24.182256,BNE-9549,A185129709,B03,1695362460
8142,2023,9,22,6,43,Daya,0,0,7,,6,50,,,,,,,,,,13,7,,,,,1,,2,,1,13,120.669186,24.221112,MMJ-6021,Y221326164,C03,1695364500
8143,2023,9,22,6,51,Beitun,0,2,6,3,6,50,4,1,1,5,4,6,6,1,1,16,11,2,9,5,6,1,10,2,11,1,13,120.722569,24.176725,MUC-7818,T147181783,B03,1695364980
8144,2023,9,22,6,53,Xitun,0,1,7,2,6,40,13,8,1,5,4,6,6,4,4,30,84,2,9,1,9,1,10,2,14,1,13,120.588146,24.192627,DVG-3434,N282586992,B03,1695365460
8145,2023,9,22,6,53,Xitun,0,3,7,3,6,50,4,1,1,5,4,6,6,4,4,17,4,2,9,1,9,1,10,2,11,1,12,120.649013,24.163762,BGZ-9227,Q276026812,C03,1695365580
8146,2023,9,22,6,53,Xitun,0,0,7,,6,40,,,,,,,,,,,84,,,,,1,,1,,1,13,120.638824,24.165632,QFV-2396,M147196752,,1695365580
8147,2023,9,22,6,58,West,0,2,7,3,6,50,3,1,1,5,4,6,6,4,4,16,14,2,7,2,6,1,10,2,11,1,13,120.669956,24.143131,XXH-7299,K295660757,B03,1695365580
8148,2023,9,22,7,0,Taiping,0,0,7,,6,50,,,,,,,,,,17,39,,,,,1,,11,,1,13,120.725994,24.137647,RZJ-889,N233476781,C03,1695365880
8149,2023,9,22,7,5,East,0,0,7,,6,50,,,,,,,,,,14,49,,,,,1,,2,,1,12,120.692756,24.129087,DQH-9852,S295136796,B03,1695366000
8150,2023,9,22,7,10,Kamioka,0,0,7,,6,50,,,,,,,,,,,50,,,,,1,,1,,1,12,120.668096,24.257393,PLH-5678,H148468129,C03,1695366300
8151,2023,9,22,7,11,Xitun,0,0,7,,6,50,,,,,,,,,,16,35,,,,,3,,2,,1,13,120.655479,24.199467,GRT-4440,F150748538,B12,1695366600
8152,2023,9,22,7,11,Longjing,0,3,7,3,6,50,4,1,1,5,4,6,6,4,4,15,15,2,9,5,9,1,10,2,11,1,6,120.528556,24.20196,LVM-4035,C272981976,C03,1695366660
8153,2023,9,22,7,17,Tanzi,0,1,7,2,6,50,3,2,1,5,4,5,6,1,1,24,1,2,8,2,4,1,10,2,11,1,12,120.674598,24.203294,JKE-4198,D169185999,C03,1695366660
8154,2023,9,22,7,17,Beitun,0,0,7,,6,50,,,,,,,,,,17,8,,,,,1,,1,,1,12,120.675925,24.184681,TMW-8172,J284342953,B03,1695367020
8155,2023,9,22,7,19,Beitun,0,0,7,,6,50,,,,,,,,,,9,47,,,,,1,,1,,1,6,120.719475,24.163003,CIJ-9212,E231570563,B12,1695367020
8156,2023,9,22,7,27,Wufeng,0,3,7,2,6,30,11,9,1,5,4,6,6,4,4,11,8,2,9,2,9,1,8,2,11,1,13,120.667829,24.036776,AOM-8387,Z273140660,C03,1695367140
8157,2023,9,22,7,28,Xitun,0,3,7,2,6,50,13,9,1,5,4,6,6,2,1,30,84,2,9,2,9,1,10,2,12,1,6,120.655461,24.158677,VZT-1677,Y185578053,F01,1695367620
8158,2023,9,22,7,29,Longjing,0,0,7,,6,30,,,,,,,,,,,8,,,,,1,,2,,1,13,120.591155,24.182201,TZT-9860,A131903646,C03,1695367680
8159,2023,9,22,7,29,Houli,0,1,7,2,6,50,3,2,1,5,4,6,6,4,4,17,84,3,10,3,9,1,8,2,8,1,12,120.732087,24.309297,JTB-2048,D225479421,B03,1695367740
8160,2023,9,22,7,30,Dadu,0,1,7,2,6,50,3,1,1,5,4,6,6,4,4,16,14,3,10,5,6,1,10,2,12,1,13,120.574423,24.170012,BKL-2137,Q156547896,B03,1695367740
8161,2023,9,22,7,32,Xitun,0,2,7,3,6,50,13,7,1,5,4,6,6,4,4,17,51,2,9,5,1,1,10,2,14,1,13,120.592795,24.177957,YXL-6497,A127973936,C03,1695367800
8162,2023,9,22,7,32,Longjing,0,1,7,2,6,40,4,1,1,5,4,6,6,2,1,13,7,2,9,5,9,1,10,2,12,1,13,120.575711,24.177354,LQE-1274,Q276646381,C03,1695367920
8163,2023,9,22,7,32,Kamioka,0,3,7,3,6,50,3,1,1,5,4,6,6,4,4,17,1,3,10,3,5,1,8,2,2,1,13,120.695331,24.23455,QGH-6724,Y244193852,B03,1695367920
8164,2023,9,22,7,33,Beitun,0,1,7,3,6,50,4,1,1,5,4,6,6,4,4,15,12,3,10,5,9,1,8,2,8,1,13,120.68088,24.173883,CQN-9453,G185628229,C03,1695367920
8165,2023,9,22,7,33,Dajia,0,0,7,,6,50,,,,,,,,,,,87,,,,,1,,1,,1,13,120.614933,24.351408,WEU-796,B111620128,B13,1695367980
8166,2023,9,22,7,34,Dajia,0,0,7,,6,40,,,,,,,,,,13,7,,,,,1,,1,,1,12,120.619491,24.345556,DHZ-4745,K256253392,B03,1695367980
8167,2023,9,22,7,35,Fengyuan,0,0,7,,6,50,,,,,,,,,,17,8,,,,,1,,2,,1,12,120.730109,24.24814,OSO-8413,F141596972,B03,1695368040
8168,2023,9,22,7,37,Xitun,0,0,7,,6,50,,,,,,,,,,,40,,,,,1,,1,,1,13,120.644164,24.201417,IIU-8380,H285758084,B12,1695368100
8169,2023,9,22,7,38,South,0,1,7,2,6,30,13,9,1,5,4,6,6,4,4,12,8,3,10,1,9,1,10,2,12,1,13,120.683019,24.133112,JVR-6470,S148225960,B03,1695368220
8170,2023,9,22,7,38,Dali,0,2,7,2,6,50,13,9,1,5,4,6,6,1,1,12,20,3,10,3,5,1,8,2,2,1,13,120.671774,24.108009,MWM-6302,P199067420,C03,1695368280
8171,2023,9,22,7,39,Wuri,0,0,7,,6,50,,,,,,,,,,,40,,,,,1,,2,,1,13,120.61637,24.112553,PBG-1800,B162163271,C03,1695368280
8172,2023,9,22,7,40,North,0,0,7,,6,50,,,,,,,,,,17,84,,,,,1,,2,,1,12,120.673429,24.16551,DQZ-5116,O278633246,C03,1695368340
8173,2023,9,22,7,40,Beitun,0,1,7,2,6,50,13,9,1,5,4,6,6,4,4,12,58,2,9,1,9,1,10,2,14,1,12,120.671678,24.201718,HHH-6706,M238317889,B03,1695368400
8174,2023,9,22,7,40,Dali,0,0,7,,6,40,,,,,,,,,,13,7,,,,,1,,1,,1,12,120.70599,24.09478,PHR-9623,G195688169,C03,1695368400
8175,2023,9,22,7,40,Wuri,0,1,7,2,6,30,4,1,1,5,4,6,6,4,4,15,15,2,9,1,9,1,10,2,12,1,12,120.628708,24.078717,XSQ-1145,T291209595,C03,1695368400
8176,2023,9,22,7,42,Xitun,0,2,7,3,6,50,13,9,1,5,4,6,6,4,4,17,87,3,10,1,9,1,10,2,13,1,12,120.61475,24.174588,TTO-5546,N224214900,B03,1695368400
8177,2023,9,22,7,43,Fengyuan,0,1,7,2,6,60,13,9,1,5,4,6,4,4,4,17,8,2,9,1,9,1,10,2,11,1,13,120.736989,24.256377,UFB-9196,F223343029,C03,1695368520
8178,2023,9,22,7,44,Nantun,0,1,7,3,6,50,3,1,1,5,4,6,6,1,1,13,7,3,10,5,9,3,19,2,11,1,13,120.610517,24.144119,HTT-8438,E199144593,C03,1695368580
8179,2023,9,22,7,45,Tanzi,0,0,7,,6,80,,,,,,,,,,,40,,,,,1,,2,,1,13,120.722382,24.190859,LFR-177,Q290068752,B03,1695368640
8180,2023,9,22,7,45,Taiping,0,0,7,,6,50,,,,,,,,,,17,59,,,,,1,,2,,1,6,120.711249,24.153046,INN-6212,U255467467,B03,1695368700
8181,2023,9,22,7,45,Shalu,0,0,7,2,6,60,4,9,1,5,4,6,6,1,1,13,7,,,,,1,,2,,1,12,120.564078,24.206437,BGB-9918,M256061501,,1695368700
8182,2023,9,22,7,47,Beitun,0,0,7,,6,50,,,,,,,,,,16,20,,,,,1,,1,,1,12,120.668288,24.186497,YKH-2279,M142884014,C03,1695368700
8183,2023,9,22,7,49,East,0,1,7,2,6,50,13,8,1,5,4,6,6,1,1,13,7,3,10,2,9,1,10,2,11,1,12,120.69971,24.137166,WEG-3291,D243662638,C01,1695368820
8184,2023,9,22,7,50,Xitun,0,1,7,2,6,0,13,21,2,5,4,6,6,4,4,18,84,2,9,1,2,1,10,2,12,1,12,120.616853,24.182566,QMX-7955,L211470399,B13,1695368940
8185,2023,9,22,7,50,Dali,0,0,7,,6,50,,,,,,,,,,,35,,,,,1,,2,,1,13,120.667228,24.105288,NPC-5132,Y119450254,C03,1695369000
8186,2023,9,22,7,50,Dali,0,2,7,3,6,60,4,1,1,5,4,6,6,1,1,15,85,2,9,1,9,1,10,2,11,1,6,120.669625,24.103342,LTJ-9776,V123288679,B03,1695369000
8187,2023,9,22,7,50,Waipu,0,1,7,2,6,50,5,2,1,5,4,6,6,1,1,17,2,3,10,3,9,1,8,2,16,1,12,120.634087,24.330733,FDC-5103,S280300037,B03,1695369000
8188,2023,9,22,7,53,Dali,0,0,7,,6,50,,,,,,,,,,12,40,,,,,1,,2,,1,13,120.684859,24.096598,CUX-4618,T271377793,B03,1695369000
8189,2023,9,22,7,54,Nantun,0,0,7,,6,1,,,,,,,,,,14,49,,,,,1,,1,,1,6,120.634303,24.136629,UTD-5391,M244846572,,1695369180
8190,2023,9,22,7,55,Dali,0,1,7,3,6,50,13,7,1,5,4,6,6,1,1,12,40,2,9,1,8,1,11,2,14,1,6,120.684146,24.109372,SBB-3796,E151681782,B03,1695369240
8191,2023,9,22,7,58,Daya,0,0,7,,6,50,,,,,,,,,,13,59,,,,,1,,9,,1,12,120.647868,24.2236,XMY-7499,U291758095,C03,1695369300
8192,2023,9,22,8,0,South,0,1,7,2,6,30,13,9,1,5,4,6,6,4,4,18,84,2,9,2,9,1,10,2,16,1,6,120.679558,24.131886,RIW-8877,C163750484,A05,1695369480
8193,2023,9,22,8,4,Dali,0,1,7,1,6,50,13,9,1,5,4,6,6,4,4,17,51,2,9,1,1,1,10,2,11,1,13,120.702323,24.08583,PYY-4926,G243653696,C03,1695369600
8194,2023,9,22,8,5,Shalu,0,0,7,,6,50,,,,,,,,,,,7,,,,,1,,2,,1,6,120.566027,24.237187,NQI-10,S239310297,B03,1695369840
